"id","text_pt","sentiment"
"4071","Nao e de qualidade  Ela é muito frágil pq a alça  da bolsa sa arancou.","neg"
"4072","Péssimo produto  Ruim descosturando todas divisões horrível não comprem vcs vão se rrepender.","neg"
"4073","Muito ruim Comprei no prineiro dia de aula a bolsa descosturou do lado.","neg"
"4074","Nao recomendo Depois de lavar encolheu e soltou muita bolinha do pano. A parte interna fica soltando pelos e virou um monte de bolinha na cordinha da touca. E eu só lavei 1x pra usar. Encolheu a ponto de diminuir 1 numeração. Não gostei. Não compraria de novo.","neg"
"4075","Má qualidade.. moletom cores diferentes  Produto de má qualidade a calça pequena e outra cor do casaco que era pará ser preto veio uma peça preta e a outra azul o casaco gg e a calça p. Mal costurado.","neg"
"4076","Muito ruim Um pouco pequeno mais o material e muito bom nota 10  porque eu comprei m vo compra outro tamamho g ai vai fica. Bom. Mais to usano assim mesmo.","neg"
"4077","Bom produto. Bom produto. Porém o conjunto preto o preto da calça é totalmente diferente. Mas o tecido é bom. O fabricante precisa melhorar nas cores.","neg"
"4078","3 Muito ruim uma lavada já ficou muito estranho o pano não entendi porque ficou como roupa velha cinza o pano não gostei.","neg"
"4079","Muito ruim Gostei muito mas tem lavar separado das outras roupas porque solta muita tinta mas gostei quando tiver mais dinheiro  comprei outro.","neg"
"4080","Nao gostei  Produto de baixa qualidade tecido solta muito pelo e o bolso da calça veio o tom diferente um preto mais claro.","neg"
"4081","Produto com tecido de baixa qualidade  Produto com baixa qualidade no tecido esta se soltando o peluciado interno e na primeira lavada começou a aparecer bolinhas.","neg"
"4082","Produto de Baixa qualidade  Produto de péssima qualidade a calça fica soltando tipo uma lá por dentro toda vez que veste tercido grosseiro.","neg"
"4083","Troca Ficou pequeno  gostaria de trocar. Escolhi o tamanho g e ficou apertado( pequeno). Gostaria que trocasse para mim.","neg"
"4084","Enganado Péssima qualidade o tecido. Com costura ruim pelo valor que estão cobrando acha produto melhor no mercado livre.","neg"
"4085","Pouca qualidade Ruim fica soltando toda a manta de dentro fica se esfarelando toda manta de dentro do conjunto.","neg"
"4086","Moleton de boa qualidade. Achei ele um pouco pequeno pois pedi as medidas certinhas e me decepcionei com o tamanho.","neg"
"4087","Nao e qualidade boa a malha dessa blusa.  Nao foi o que esperava quando comprei.","neg"
"4088","Não satisfeito Produto bem inferior não gostei nao recomendo pelo preço deveria ser bem melhor pessimismo.","neg"
"4089","nao gostei se tivrsse o bordado ou ficaria melhor Nao veio igual a foto com o bordado na blusa e na  calça.","neg"
"4090","Ruim Ficou razoável   porque  a calça  ficou boa mas a blusa  um pouco  pequena.","neg"
"4091","Ruim Produto muito bom só que a costura não e muito boa muito frágil.","neg"
"4092","Ruim E só lavar ele salta muito tecido. E passa para outras roupas.","neg"
"4093","Dsepcionada mesmo com a qualidad3 Olha referente ao tecido achei de pouca qualidade pelo preço que paguei.","neg"
"4094","Costuras fracas .Já desgrudou do tecido As costuras são super fracas.  Com duas semana de uso já está soltando a etiqueta. Ela é costurada no tecido do tênis e já soltou.  Estou aguardando o retorno do mercado livre. Pois devolvi o produto.","neg"
"4095","Péssima compra.!!!! Totalmente decepcionado comprei um sapato  branco número 38. Veio um sapato preto numero 42. !!! falta de respeito com nós clientes.","neg"
"4096","Qualidade boa porém veio mancha não lavei ver sair Perfeito boa qualidade veio pouco sujo achei até mancha mas resto ok.  Porém ainda não lavei.","neg"
"4097","Fraco Não fiquei satisfeito pq ficou grande no meu pé.","neg"
"4098","Muito ruim Produto muito bom gostei  breve  vou compra mas um.","neg"
"4099","Pessimo imagem não condiz com as fotos inganoso Pessimo cor apagada tenis não vale 10 reais decepção.","neg"
"4100","Muito ruim Produto de péssima qualidade 1 dia de uso e ela simplesmente abriu descosturou imagina vc em uma festa e do nada sentir sua bota toda aberta descosturada.  Não recomendo e quero solicitar a devolução do meu dinheiro ou no mínimo a troca do produto.","neg"
"4101","Elá é  linda só não  é  confortável  A bota é muito bonita mais eu usei ela  so um dia não  aguentei  de dor no pé  ela é  dura por dentro   não  é  muito confortável  e ainda comprei um número  maior q eu uso e mesmo assim doeu.","neg"
"4102","Ele é molinho e confortável.  Não peça um n° maior pq ele é molhinho e a alça poderá ficar grande. Dei uma costura na alça e não tiro ele do corpo. Muito confortável.","neg"
"4103","Não compraria de novo. Não gostei muito.  Achei bem pouco elástico em comparação a outras marcas conhecidas com o mesmo tamanho.","neg"
"4104","Nao gostei  O problema é que não veio a cor que eu pedir. Fiquei triste por isso.","neg"
"4105","Otimoooo Ótimo amei eu super recomendo porque parece que vc está sem sutiã não pesa.","neg"
"4106","Nao O tecido é muito mole para o propósito da peça.","neg"
"4107","Ruim Muito pequeno para o tamanho g não vestiu muito bem!!!.","neg"
"4108","Muito ruim Sem bojo! não era exatamente o que eu esperava!.","neg"
"4109","Nao gostei  Nao gostei ! nao da a firmeza necessaria.","neg"
"4110","Muito ruim Ameiiiii vou compra maisssssss e libertador.","neg"
"4111","Muito ruim Exatamente do tamanho e otima qualide.","neg"
"4112","Muito ruim Detestei. Forma pequena. Não  consegui usar. Só experimentei em cima do tapete da minha casa e não  consegui dar  dois  passos de tanta dor e apertando meus dedos. Não  recomendarei p ninguém. E olhe que comprei número  40. Tremendo  prejuízo. Que raiva !.","neg"
"4113","Qualidade Baixa O produto é bonito. Porém com qualidade baixa. Comprei e usei 1x. Em uma viajem e logo em seguida rasgou/descolou bem próximo ao zíper. Infelizmente deu para usar essa única vez.","neg"
"4114","Excelente produto amei Ótimo bota maravilhosa pedi pra mãe ela calça 35 e pedi 36 formas pequenas então peça um pouco maior eu amei lindaa.","neg"
"4115","Ruim Bonita!.  Mais o material e horrivel primeira vez que usei a minha abriu a costura.  Agora estou cm a bota aberta.","neg"
"4116","Boa  Usei a bota duas vezes e ela está descolando o salto. A bota é super confortável mas tive esse problema.","neg"
"4117","Linda tá de parabéns  Bonita do geito da foto gostei muito.","neg"
"4118","Ruim Um dos piores produtos que já comprei do mercado livre pecima qualidade usei uma vez se eu for trabalhar novamente corro o risco de ficar descalço a sola gastou quase tudo.","neg"
"4119","Ruim Não tinha atualidade que eu esperava o soulado na parte da frente em baixo do pé é muito fino o pé fica quase exposto ao solo.","neg"
"4120","Pior que péssimo!!! Nunca vi um tênis durar 1 mês! Péssima qualidade. Rasgou após 10 usos !!!!  tecifo tnt !!!! nunca vi isso !!! alem da sola que não passaria de 3 meses. Quero meu dinheiro de volta !!!!.","neg"
"4121","Muito ruim Não gostei. Não dá pra fazer atividade física com ele. Seu pé fica o tempo todo sendo projetado para a frente.","neg"
"4122","Lindo demas  Amei o tenis lindo confortavel parabens otima qualidade amo compra coisas por mercado livre sempre renovando coisas boas de qualidade.","neg"
"4123","Muito ruim Tênis muito ruim fala que é original  não  propaganda enganosa  mercado livre  está queimando o filme  muito ruim pesimo.","neg"
"4124","Ruim  Produto já veio com a letra desbotando e o produto não é de boa qualidade.","neg"
"4125","Muito ruim E muito bom gostei muito ele e muito macio e vou comprar outro.","neg"
"4126","Mais ou menos  Ruim o produto pelo preço tá bom mais e um produto ruim.","neg"
"4127","Nao era oque esperava Produto leve mais o solado muito fino parece que está descalço.","neg"
"4128","Ruim Bom o único problema é a calçadeira mole difícil de calçar.","neg"
"4129","Estremamente frustrado! Solado fino palmilha fina  calcanhar duro machuca o pé  nos quadradinhos.","neg"
"4130","Muito ruim Um pouco fraco a primeira vez de uso já descolou tudo.","neg"
"4131","Mercado livre sempre continue assim pois eu gostei Ótimo muito bm é um produto de qualidade gostei muito.","neg"
"4132","Ruim Palmilha muito ruim fina quando anda na rua machuca pé.","neg"
"4133","Muito ruim Não bom muito fraco muito ruim mais mesmo assim fiquei.","neg"
"4134","Bonito Gostei só acho q devia melhorar mais na qualidade.","neg"
"4135","Muito ruim Nao é o que vi na foto muita propaganda.","neg"
"4136","Muito ruim Ruime eu quero fazer a trocar porque ficou pequeno.","neg"
"4137","Otimo d mais Muito bom e muito confiável e bom d usar.","neg"
"4138","Ruim Da pra usar dia a dia é confortável ficou bem bonita no pé o material poderia ser um pouco melhor mais da pra usar bem o tamanho ficou ótimo a altura é ideal gostei apesar do material não ser tão bom mais gostei.","neg"
"4139","Nao presta a cola dele com defeito..  pé esquerdo Comprei um pra nhã esposa e ele veio descolando o pé esquerdo em dois lugares.  Até então ela não quis devolver e não tá usando. Vai jogar no lixão.","neg"
"4140","Odiei  Decepcionada muito vagabundo o material! péssima qualidade o material parece uma lona!  na foto é muito diferente na mão e vcs falam que é campeão de venda! decepcionada.","neg"
"4141","Muito ruim Produto de péssima qualidade.  Pouco tempo de compra e já está soltando o solado e rasgando a parte do cadarço. Péssimo péssimo.","neg"
"4142","Muito ruim Gente lol muito ridículo o sapato é todo por um vc você não consegue apertar o cadarço porque a parte que normalmente é mole pra podermos ajustar é colado de lado pra o outro kkk parece molde de gesso kkkk.","neg"
"4143","Muito ruim Sinceramente decepcionada comprei 2 o tênis não  é confortavel encima e tão duro que machuca o peito do pé se eu pudesse eu devolvia. Como comprei 2 não sei se posso devolver 1 porq 1 eu já usei afff.","neg"
"4144","Produto ruim Vale nada produto parece bonito onde passa cadarço e um platico vagabundo  arrebentou no segundo dia fora q meu numero tenis e largo  dai vc quiser usar vc ten que fura o tenis pra por cadarço horroroso dinheiro perdido.","neg"
"4145","Muito ruim Nao gostei pq pedi minha numeração 36 veio certo!porem a forma dele é enorme ficol uma canoa no meu pé. E na ponta dos dedos veio cm uns resalte do forro. Baixa qualidade.","neg"
"4146","Insatisfeita com o tênis q comprei  Mais mal usei 2 x ja ta abrindo na frente  lindo por fora mais so  usa 2x q ja ta abrindo muito insatisfeita com o tênis q comprei.","neg"
"4147","Descolou a sola no primeiro dia de uso.  Só agora a pessoa que recebeu de presente me avisou.","neg"
"4148","Não gostei ni meu pé.  Eu não gostei no meu pé. Como faço pra devolver e vcs reembolsar o valor do tênis?.","neg"
"4149","Ruim Fica machucando os tornozelos por causa da elevação no calcanhar e na frente!.  Conforme caminho vai forçando.","neg"
"4150","Muito ruim E bonito  e leve  mais bastante desconfortável difícil de calçar muito duro eu eu não recomendo.","neg"
"4151","Horrível O material do tênis é horrível. Tecido duro e formato desproporcional. Não comprem.","neg"
"4152","Ruim O material de um não tem a msm qualidade do outro par.","neg"
"4153","Ruim Forma pequena para o número 38 na próxima pedir número maior.","neg"
"4154","Não comprarei novamente  Não gostei. Mais pelo valor já esperava que ia ser assim.","neg"
"4155","A fórmula do tênis é pequena  O produto não é daqueles perfeitos mas dá pro gasto.","neg"
"4156","Muito ruim Muito ruim péssimo tênis não compraria mais deste produto péssimo.","neg"
"4157","Muito ruim Achei horrível não gostei. Não vale o dinheiro que deu.","neg"
"4158","Nao e confortável  Esperava um produto de mas qualidade mas pelo preço compensa.","neg"
"4159","Ruim Muito bom perfeito e confiável parabéns pelo trabalho gostei muito.","neg"
"4160","Descartável  Produto descartável!! a malha é muito ruim! após usar ela fica laciada! fica enrrolando nas pernas!! acredito que não basta ter preço bom tem que ter pelomenos o mínimo de qualidade!.","neg"
"4161","Cuecas G é menor de que o normal  As cuecas g é menor de que o normal pra quem usa g talvez se comprar gg pode ser que fica boa mais o tecido é bom eu não compraria novamente.","neg"
"4162","Material de baixa qualidade  Não é microfibra. Sinceramente não esperava que fosse tão ruim. Material das piores helancas que existe e além disso veio 3 da msm estampa. Não compraria novamente e não recomendo.","neg"
"4163","As cores veio sortidas mais o tamanho não  Pedi tudo gg veio g vcs tem que selecionar o tamanho que o cliente quer as cores veio tudo diferente veio bom mais o tamanho errado.","neg"
"4164","Muito ruim A imagem diz uma coisa o produto outra. A barra do elástico na imagem é bem largo e no produto é o dobro a menos.","neg"
"4165","Se vc for adulto não compre Gg deu para o meu filho de 16 anos que é magrinho. Pessoal fica usando medidas chinesas e tentando vender aqui no brasil não rola.","neg"
"4166","Muito ruim Comprei o tamanho g é muito pequena apertado na perna e fica na metade da bunda não recomendo  sempre usi o tamanho g.","neg"
"4167","Ruim O produto até que é bom  só os tamanhos  q vieram  desproporcional  pedir tudo tamanho p e vieram umas maiores q as outras.","neg"
"4168","Muito ruim Tem qualidade só gostaria que se cumprisse as medidas anunciado.  Eu uso m 40 de manequim comprei 42 e ficou muito pequena.","neg"
"4169","Insastifeito com o produto  O produto não veio do tamanho que pedi  pé do gg quando eu fui colocar ficou menor que a g.","neg"
"4170","Ruim Não gostei pois o pano da curva é mto fina não estica fraco de mais o material. Não recomendaria.","neg"
"4171","Orrivel  Boa tarde nao presta comprei um lixo de cueca i material pescimo nao tem como usa uma coisa dessa.","neg"
"4172","Ruim Não gostei do tecido muito fino e não veio estampada e veio cintura larga e perna estreita. Não recomendo.","neg"
"4173","Ruim Pela mor d deus em. Falei gg a cueca bem gg mas parece gg infantil. Decepcionado. Nunca mais compro.","neg"
"4174","Não compre produto de péssima qualidade.  Cuida pessoal  além de a meta ter vindo menor ainda  duas veio com a costura da lateral aberta.","neg"
"4175","Nao gostei Produto bom qdo chega vai faz r três meses e já era o elástico é péssimo tudo largo.","neg"
"4176","Passador dos pés.sao muito justos impossivel  A calça bonita e material bom. Mas infelizmente impossivel passar os pés p vestir. O elastico punhos calça sao muitos estreitos. Impossivel passar os pés quem calça calçado mais q 38 nao passa os pes de geito nenhum. Infelizmente lamnetavel o acabamento.","neg"
"4177","Não satisfeita Lavei e a calça diminuiu infelizmente antes de lava elogiei estava perfeito porém depois que lavei meu esposo foi usar e reclamou que a calça está curta peguei pra mim mas tbm fica curta.","neg"
"4178","Horrível  Que loja incrível! eu pedi uma calça preta tamanho p. Me mandaram uma calça feminina azul tamanho 46. E uma outra calça  preta social tamanho 46 kkk vcs estao de parabéns. Devolvendo.","neg"
"4179","Insatisfação Comprei duas calças tamanho maior que tinha e me mandaram um certa e outra menor que não entrou nem na perna por conta disso não fiquei feliz com essa situação.","neg"
"4180","Muito ruim O produto não era o que eu espara. Pedi um chinelo nuvem macia maniavel cor cenoura e veio um chinelo duro que machuca o pé e cor rosa. Decepcionante triste.","neg"
"4181","Muito ruim Devolvi o produto (pois ficou pequeno) e até o presente momento não resolveram nada.  Nem a reposição do produto e nem o estorno do dinheiro.","neg"
"4182","Ruim Comprei um par uma outra vez! é bem leve e confortável! essa última compra de 2 pares achei eles grande e pesado!.","neg"
"4183","Muito ruim Fiquei muito decepcionada com o chinelo não e dobrável e duro parece um tijolo machuca o pé quando anda não recomendo.","neg"
"4184","Sandalia muito dura!!!  E muito dura essa sandalia pensei que fosse mais confortavel por ser ortopedica comprei 2 pensando que era confortavel !!!.","neg"
"4185","Muito ruim Não e original e muito duro infelizmente gastei dinheiro atoa pq não dá pra usar.","neg"
"4186","Ruim Eu achei ele mto mal acabado! cheio de rebarbas e pesado! nada de nuvem!.","neg"
"4187","Rui Não gostei porque vcs disseram que era fofo e não é.","neg"
"4188","Ruim Muito duro e desconfortável. Nada haver com o chinelo nuvem. Decepcionada.","neg"
"4189","Muito ruim Ele é muito pesado e duro.  Difícil para se locomover.","neg"
"4190","Nao gostei  Achei q fosse confortável mais é muito duro e pasado.","neg"
"4191","Muito ruim Achei que fosse macio  e dobrável mas não é.","neg"
"4192","Duro e pesado Muito pesado e material duro. Não é eva.","neg"
"4193","Muito ruim De péssima qualidade. Falsificado. Muito ruim mesmo.","neg"
"4194","Otimo Confortável uma delicia amei super recomendo.","neg"
"4195","Nao e bom Horrivel doi pe nao confortavel.","neg"
"4196","Muito ruim A aderência é bem ruim.  O tamanho não é bom para vestidos específicos como decote v sem manga (passando atrás do pescoco).  Muito trabalhoso pouco prático.","neg"
"4197","Péssimo Pra mim nao colou de forma alguma! testei de varias vezes e de todos os jeitos. Se tiver seio grande nao recomendo este produto!.","neg"
"4198","Decepcionante Esperava muito mais pelo produto. Descola facil e nao modela bem o peito como fala a propaganda.","neg"
"4199","Muito ruim O produto não fica. Só serve para seios pequenos e duros.","neg"
"4200","Muito ruim  A fita enrruga é muito fina e não sustenta nada.","neg"
"4201","Muito ruim Super não recomendo na primeira lavagem encolheu.  Gente toma muito cuidado as camisas encolhe na primeira lavagem muito ruim mesmo.  E ainda eles não se responsabilizam por nem retornar a metade do dinheir comprei 5 e as cinco encolheram horrível.","neg"
"4202","Primeiramente são camisas lindas veio tudo ok  Primeiramente são camisas lindas veio tudo ok e serviu perfeitamente o problema foi depois de duas lavagens a peça se espandiu mesma seguindo os requisitos de cuidado ao lavar.","neg"
"4203","Falta de compromisso com o cliente  N gostei do produto pq n mandaram as cores q pedi e pedi todas g e mandaram uma gg e duas blusas iguais.","neg"
"4204","Muito ruim Muito bom gostei muito  todos os produtos que compro e chega do jeito que eu escolhi assim que é bom.","neg"
"4205","Muito ruim encolhe na primeira lavagem  Muito ruim na primeira lavagem encolherao  e mancharao todas as outras roupas comprei pra usa uma vez só infelizmente.","neg"
"4206","Nao vem oque mostra Po comprei mas nao veio as cores certas ta tirando tem que mandar oque ta na foto po.","neg"
"4207","Muito ruim Gente uso 44. As calcas chegaram tao pequenas que assustei. Qualidade péssima tão apertadas. Que parece as de gustavo lima. Oque é isso. Estou fazendo tratamento de trombose. Devido usar as meias de compressao tenho que usar calça mas desse jeito. Nao tem como. Não compensa ir no centro devolver.","neg"
"4208","Ruim Comprei 36 porem 2 serviu e a pequena tem 3dedos a menos nao tem o tamanho padrao parece calça infantil corte pequena e as outra tamanho normal tem 3 cm a menos a fabrica tem que olhar isso agora tenho que pagar costureira pra aumentar nao compraria de novo.","neg"
"4209","Muito ruim Produto de péssima qualidade usei uma vez a calça preta enxergar de bolinha na parte de baixo das coxas no lado de dentro das pernas. Odiei nem lavei a calça já parece um trampo decepção.","neg"
"4210","Infelismente pessima As calca e a numeracao certa mais veste 2 numero a menos nao gostei pois pedi 40 e veio com tamanho de 36 sendo que na calca esta o numero 40 uma pessima compra.","neg"
"4211","Ruim Pessima.  As calças são muito pequenas! tamanhos diferentes com o mesmo número na etiqueta! comprei o kit de 3 todas n. 46 e uma veste 44 e as outras duas veste 40 na realidade!.","neg"
"4212","Pessima! As calças são muito pequenas! tamanhos diferentes com o mesmo número na etiqueta! comprei o kit de 3  todas n. 46 e uma veste 44 e as outras duas veste 40 na realidade!.","neg"
"4213","Formato bem pequeno  O formato é pequeno. Visto 44 e comprei a 46 e mesmo assim ficou apertado. A calça preta vem com um cheiro bem forte mesmo lavando o cheiro ainda não saiu.","neg"
"4214","Uma Boa!  as outras 2 nem sobe e fecha! 46 medida Pedi 46 todas vieram com etiqueta 46 porém só uma calça serviu. Mal sobe os ganchos menores. Logo não são da mesma medida como descritor na tabela de medidas!.","neg"
"4215","Muito ruim As calça é ótima gostei veio no tamanho certo e o melhor é que se não servi troca ou devolve o dinheiro isso é muito bom.","neg"
"4216","Um pouco pequena mas tabom Uma serviu veio tamanho bom mas as outras 2 veio pequena mas produto de boa qualidade dei as 2 pequena pr minha filha. Eu compraria denovo.","neg"
"4217","Falha A calça jeans fio muito pequena pedi 40 acho que a forma e 36 pedi pra trocar a preta por jeans claro veio a preta complicado.","neg"
"4218","Compre números maiores As calças são lindas eu uso 40 ou 42 mais pedi 44 e 2 ficou ótima no corpo  mas teve uma que ficou apertado.","neg"
"4219","Pessimo Nossa 1 das calças ate parece numeraçao infantil!! minuscula e 1 que serviu. Serviu muito apertada e curta nas pernas. Desapontada com a compra.","neg"
"4220","Muito ruim Comprei o meu tamanho 42 e não passou nem na coxa. São lindas mas a forma muito pequena. No fim ficou pra minha mãe.","neg"
"4221","Ruim Boa tarde o produto no caso as cuecas ficaram um pouco grande e vcs deveriam colocar um reforço na frente onde vai o penis essa é minha opinião ok obrigado abraço.","neg"
"4222","Baixíssima qualidade... Cuecas de qualidade baixa. Pelas fotos axei q seriao melhores. E a meias. Tdas q tentei usar não tem padrão. Costura na ponta dos pés encomoda mto. Estou decepcionado.","neg"
"4223","Pessimo Muito ruim péssima qualidade as meias em r ao kkkkkkk coloquei pro cachorro brincar não da nem pra doar pois a pessoa csi continuar com frio ou precisando.","neg"
"4224","Não aconselho comprar. Bom. As meias até q vai  Na realidade não ficou pequeno. Mas é de péssima qualidade as cuecas. Na primeira usada. Já deslata tdo. Muito ruim. Não recomendo pra ninguém.","neg"
"4225","Pessima qualidade. As cuecas nao tem foro e as meias com costura grossa que atrapalha dentro do calcado e machuca.","neg"
"4226","Muito ruim Produto de baixa qualidade não recomendo preço muito alto pela qualidade do produto não compraria de novo e não recomendo.","neg"
"4227","Muito ruim Meu marido gostou tanto das cuecas e das meias tb. Depois ele vai querer as cuecas da marca pólo.","neg"
"4228","Excelente  Muito bom o produto   céu direitinho  otima qualidade  obrigado vou comprar  mais com certeza.","neg"
"4229","Ruim O tamanho gg é muito pequeno na verdade equivalente a tamanho médio.","neg"
"4230","Lixo frágil não vale o dinheiro  No começo eu gostei mas depois de uma semana a parte de baixo espanou e não já sobe mais. Tô bem chateado já que fizeram  tão frágil fizeram a estrutura para lucrar não para durar e vc acaba pagando quase 400 pra quebrar rapidão.","neg"
"4231","Muito ruim Não indico o encaixe folgado sem sustentar a parte superior por mais que aperte o parafuso não segura. Não vou devolver os correios é longe da minha casa. Mais não recomendo.","neg"
"4232","Anel pequeno mais da pra quebrar o galho. Indico  Ring lagth o anel eh pequeno mais veio tudo direitinho e funcionando a base dela nao eh muito firme mais da pra quebrar o galho.","neg"
"4233","Cumpre seu papel O produto veio com uma das pernas amassadas e botão de mudar de cor está funcionando como se fosse o botão de diminuir a intensidade.","neg"
"4234","Mediano O tripé é bom  mas o ring light é de qualidade bem ruim. Encaixe não é firme e não sustenta o peso do celular.","neg"
"4235","Muito ruim Um lixo!!!.  Paguei caro e em menos de um mês o cartão queimou e perdi todos meus arquivos do celular.  Não comprem esse produto!.","neg"
"4236","Produto Fraco  Produto fraco. Com 8 meses já quebrou. A base da iluminação não suporta o peso do anel de iluminação. Uso de forma inclina para iluminar meu trabalho como designer. Enfim não compraria novamente.","neg"
"4237","MUITOOOOOOOOO FRACOOOO NÃO TEM NADA DE LUZ!!!!! Muitoooooo fraco nossa muito fraco mesmo não tem nada de luz um outro bem menor que eu tenho é umas 50 vezes melhor! dinheiro jogado no lixo!!!.","neg"
"4238","N gostei  A minha veio com defeito além de parecer usada já ela n parava com o aro de luz em pé tive que fazer uma gambiarra pra segurar.","neg"
"4239","Produto regular  O produto é frágil a luz não dá muita diferença. Mas pelo valor cobrado valeu a pena. Ajuda um pouco nas minhas fotos.","neg"
"4240","EU só  não  gostei da  luz de led é  muito fraca A luz de led é  muito  fraca e gostaria de saber se  você  pode me  manda  outra luz de led tem como.","neg"
"4241","Medio  A bateria dura muito pouco cerca de 40 minutos a imagem não e muito nítida como se deveria ser pelo produto.","neg"
"4242","Bom! Não muito bom. A bateria não aguenta 30 minutos.  Se tirar do carregador ela descarrega sem usar.","neg"
"4243","Nao gostei  não  posso usar  Não  pude  usar veio faltando acessórios e a bateria não  veio não gostei.","neg"
"4244","ruin  Produto ruim não segura carga da bateria usb não funciona certo de memória.","neg"
"4245","Muito ruim Preciso de ajuda para devolver a camera e nao consigo.","neg"
"4246","Muito ruim Produto não é o que está na foto.","neg"
"4247","Pessima imagem  Pessima imagem muito ruim n aguenta bateria.","neg"
"4248","2 cartões não funcionam.  Comprei dois cartões iguais e não funcionam. Nem na máquina nem no computador. Estou me sentindo enganado.","neg"
"4249","Muito ruim Os cartões não funcionaram na câmera.","neg"
"4250","Muito ruim O produto veio com defeito.","neg"
"4251","Muito ruim Muito bom. Bonito meu sobrinho gostou muito.","neg"
"4252","Cortina mal cortada torta Segura bem a claridade porém vem mal cortada eu tenho que ficar encaixando na janela as partes compridas e se ligar o ventilador não encaixa e o material é muito plástico se poderem me mandar uma tamacho normal cortada corretamente agradeço.","neg"
"4253","Regular A cortina é só uma msm tipo uma parte. Da cortina uma folha  mas. A propaganda  parece  que mostra isso msm mas. Leiam  com atenção pq nem tinha reparando nisso e assim. Ela  é plástico. Grosso tipo aqueles plástico de colocar  na mesa   e parece uma cortina. De banheiro mas   ela tampa totalmente a claridade. E blackout  msm.","neg"
"4254","Ruim Ñ  gostei  vc ver aqui cortinas  quando chega  é  uma parte assim  não  adianta  como vc vai comparar  uma parde da cortina a janela  são  2 lados isso  é  uma sacanagen  quando  chega  uma parte  so tinha q. Deixar bem claro  q. A cortina  vc tem q. Comprar  2 para fazer  uma.","neg"
"4255","Muito ruim Bom dia infelizmente a minha esposa não gostou  do blecaute  porque só vem uma parte   aí acaba ficando caro  tendo que comprar a outra. E na foto parece  tecido as cores são bem diferentes na real  a de tecido e melhorzinha mas nem tanto.","neg"
"4256","No gostei do produto  Não gostei cortina para quarto achei que fosse de duas partes além de ser de uma parte do ela é de plástico no site não fala nada disso produto super errado na venda  dinheiro jogado fora site perdeu ponto comigo.","neg"
"4257","Totalmente indignada o produto não tem nada haver. Na verdade eu fui forçada a da essa estrela a cortina não tem nada a ver com a descrição na verdade pra mim ela veio um vermelho totalmente espantado me decepcionei queria ter trocado produto fora do contexto fiquei indignada.","neg"
"4258","Propaganda enganosa Odiei veeio somente uma parte e de plástico como vou colocar um negócio desse no quarto ? só uma parte ainda dá cortina. Propagando enganosa jamais faria para colocar em quarto muito menos em. Cozinha.","neg"
"4259","Muito ruim Comprei  esta cortina mas na propaganda  diz q é uma cortina de sala ou cozinha não diz q é  uma  cortina  de plástico muito feia nunca vi cortina  de sala é cozinha  de plástico.","neg"
"4260","Produto ruim uma lona  Produto não passa de uma lona de piscina.  Um plastico duro de um lado a cor que escolhi e do outro uma cor cinza horrível.  Nada a ver com as fotos.  Muito insatisfeito.","neg"
"4261","Muito ruim Minha janela e 1. 20por 1. 20 e ficou super peq na largura pois as argoras sao enormes e muito separadas ficou com caimento estranho e vou ter q comprar outra.","neg"
"4262","Pessimo nao gostei Nao gostei do produto vcs poderiam especificar q só vem uma costina! a janela tem dois lados como vai colocar só um lado? sem noção essa venda nao gostei.","neg"
"4263","Não recomendo A pessoa compra 2 cortinas verdes e para surpresa vem com tons completamente diferentes. Mandei mensagem e nem respondem. Não consigo ir devolver por motivos pessoais. Nao recomendo.","neg"
"4264","Muito ruim Boa noite  fis uma devolução  de duas cortinas  porem faltam receber uma cortina desdo dia 19 de abril ate hj nada o valor e 29 reais quero reveber6.","neg"
"4265","Muito ruim Não   gostei   eu   achei   que   era   tecido   mais   e  prático   poriso   não   gostei   é  bom   quando   acontece   isso   que   ajente   não   compra   mais   mais   mesmo   assim   muito   obrigado.","neg"
"4266","So veio uma parte Boa noite a cortina realmente e ótima porém. Deveria vir 2 partes da cortina pois é não veio ela boa porém só vem um lado não gostei.","neg"
"4267","Boa Ela não é bonita  porém o material é bem grosso e de qualidade. Se for qualidade que precisam esse é o produto certo. Pq beleza não tem.","neg"
"4268","Muito ruim Péssima qualidade comprei três cortinas de uma cor veio duas de uma cor e outra de outra cor material da cortina muito ruim um plástico duro.","neg"
"4269","Ruim E  muito  boa ! só  que  comprei  errado   duas  de janela  e três  de porta. Em caso  breve  comparei  as das  portas. Material  muito  bom  gostei  muito.","neg"
"4270","Muito ruim Eu pensei que era uma cortina  de pano grossa e duas partes  veio uma parte só. Parece cortina de chuveiro. Usei no banheiro da lavanderia.","neg"
"4271","Nao preta Pior compra q ja fiz nao presta.","neg"
"4272","Ruim só vaza na parede péssima aquisição.","neg"
"4273","Quebrou em menos de 1 mês de uso! A parte comprida da torneira (preta) soltou da base metálica. Infelizmente não dá mais pra usar.","neg"
"4274","Torneira muito ruim  Ruim sai pouca água não gostei me decepcionei.","neg"
"4275","Muito ruim Minha torneira quebrou c 4 meses de uso.","neg"
"4276","Excelente produto Exelente produto ótimo compraria de novo com certeza.","neg"
"4277","Vazamento Com três meses de instalação está vazando.","neg"
"4278","Melhore o produto  Muito rui  vazamento por todo lado dela.","neg"
